drought_region_id,year_month,saturation_ratio
33,2002-01,0.9982500000000001
33,2002-02,0.9992500000000001
33,2002-03,0.994
33,2002-04,0.9738
33,2002-05,0.9944999999999999
33,2002-06,0.88675
33,2002-07,0.8676
33,2002-08,0.9415
33,2002-09,0.986
33,2002-10,0.99875
33,2002-11,0.9995
33,2002-12,0.999
33,2003-01,0.99875
33,2003-02,0.9985
33,2003-03,0.9672000000000001
33,2003-04,0.88975
33,2003-05,0.924
33,2003-06,0.5298
33,2003-07,0.40825
33,2003-08,0.28450000000000003
33,2003-09,0.7576
33,2003-10,0.96275
33,2003-11,0.9822500000000001
33,2003-12,0.9882
33,2004-01,0.995
33,2004-02,0.99575
33,2004-03,0.9945999999999999
33,2004-04,0.9555
33,2004-05,0.9189999999999999
33,2004-06,0.81975
33,2004-07,0.8137500000000001
33,2004-08,0.8704000000000001
33,2004-09,0.887
33,2004-10,0.963
33,2004-11,0.9894000000000001
33,2004-12,0.99075
33,2005-01,0.9932000000000001
33,2005-02,0.9942500000000001
33,2005-03,0.993
33,2005-04,0.993
33,2005-05,0.9702
33,2005-06,0.54825
33,2005-07,0.53
33,2005-08,0.8013999999999999
33,2005-09,0.91275
33,2005-10,0.9734
33,2005-11,0.978
33,2005-12,0.9885
33,2006-01,0.9926
33,2006-02,0.9942500000000001
33,2006-03,0.9964999999999999
33,2006-04,0.99525
33,2006-05,0.9916
33,2006-06,0.6920000000000001
33,2006-07,0.5568
33,2006-08,0.97375
33,2006-09,0.98275
33,2006-10,0.9970000000000001
33,2006-11,0.99725
33,2006-12,0.9985
33,2007-01,0.9988000000000001
33,2007-02,0.9990000000000001
33,2007-03,0.9985
33,2007-04,0.7528
33,2007-05,0.974
33,2007-06,0.997
33,2007-07,0.9924
33,2007-08,0.982
33,2007-09,0.97975
33,2007-10,0.9934
33,2007-11,0.99475
33,2007-12,0.999
33,2008-01,0.99875
33,2008-02,0.9982500000000001
33,2008-03,0.9986
33,2008-04,0.99875
33,2008-05,0.89675
33,2008-06,0.764
33,2008-07,0.8065
33,2008-08,0.83975
33,2008-09,0.9492
33,2008-10,0.98125
33,2008-11,0.99775
33,2008-12,0.9984
33,2009-01,0.9985
33,2009-02,0.99875
33,2009-03,0.998
33,2009-04,0.9065
